eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,PoA,PoS
874ea2c2-f4a2-4beb-946d-a8429baadb0c,11,False,"[(96, 85), (91, 114)]",276,276,64,71,276,78,167,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181,96,205,91,181,96,188.76479999999998,94.38239999999999,184.6266,95.24449999999999,181.0,96.0,181.0,96.0,1.2275449101796407,1.0838323353293413
874ea2c2-f4a2-4beb-946d-a8429baadb0c,11,False,"[(85, 96), (114, 91)]",276,276,71,64,276,89,167,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181,85,205,114,181,85,188.76479999999998,94.38239999999999,184.6266,89.38210000000001,181.0,85.0,181.0,85.0,1.2275449101796407,1.0838323353293413
074843e9-4921-497d-a20c-615e74fa2adf,1,False,"[(96, 85), (87, 98)]",276,298,76,72,276,96,181,181,96,181,96,181,96,181,96,181,96,185,87,185,87,181,96,181,96,185,87,181,96,185.0,87.0,182.75310000000002,92.0556,181.0,96.0,181.0,96.0,1.022099447513812,1.0
074843e9-4921-497d-a20c-615e74fa2adf,1,False,"[(85, 96), (98, 87)]",298,276,72,76,298,85,181,181,85,181,85,181,85,181,85,181,85,185,98,185,98,181,85,181,85,185,98,181,85,185.0,98.0,182.75310000000002,90.69749999999999,181.0,85.0,181.0,85.0,1.022099447513812,1.0
195ec191-52c4-477c-aefc-8cfce51bda5f,22,False,"[(90, 113)]",266,266,76,97,266,90,203,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203,90,203.0,90.0,203.0,90.0,203.0,90.0,203.0,90.0,1.0,1.0
195ec191-52c4-477c-aefc-8cfce51bda5f,22,False,"[(113, 90)]",266,266,97,76,266,113,203,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203,113,203.0,113.0,203.0,113.0,203.0,113.0,203.0,113.0,1.0,1.0
a84ef852-456d-4abd-bee2-f8d576974b4f,0,False,"[(78, 89), (87, 64), (79, 68)]",256,210,58,51,256,78,145,151,87,147,79,147,79,147,79,167,78,151,87,147,79,147,79,147,79,167,78,147,79,151.0,87.0,148.20420000000001,81.4085,147.0,79.0,147.0,79.0,1.1517241379310346,1.013793103448276
a84ef852-456d-4abd-bee2-f8d576974b4f,0,False,"[(89, 78), (64, 87), (68, 79)]",210,256,51,58,210,67,145,151,64,147,68,147,68,147,68,167,89,151,64,147,68,147,68,147,68,167,89,147,68,151.0,64.0,148.20420000000001,66.79570000000001,147.0,68.0,147.0,68.0,1.1517241379310346,1.013793103448276
ce792d65-c4af-408b-9f33-8ab644f8326f,22,False,"[(115, 126)]",266,266,106,94,266,115,241,241,115,241,115,241,115,241,115,241,115,241,115,241,115,241,115,241,115,241,115,241,115,241.0,115.0,241.0,115.0,241.0,115.0,241.0,115.0,1.0,1.0
ce792d65-c4af-408b-9f33-8ab644f8326f,22,False,"[(126, 115)]",266,266,94,106,266,126,241,241,126,241,126,241,126,241,126,241,126,241,126,241,126,241,126,241,126,241,126,241,126,241.0,126.0,241.0,126.0,241.0,126.0,241.0,126.0,1.0,1.0
3579518c-b881-43d2-8535-3cb625942005,12,False,"[(103, 92), (86, 109), (95, 106)]",276,298,71,83,276,85,181,195,86,195,103,195,103,195,103,195,103,195,86,201,95,195,86,195,86,201,95,195,103,195.0,86.5,195.0,94.1566,195.0,86.50630000000001,195.0,103.0,1.1104972375690607,1.0773480662983426
3579518c-b881-43d2-8535-3cb625942005,12,False,"[(92, 103), (109, 86), (106, 95)]",298,276,83,71,298,96,181,195,109,195,92,195,92,195,92,195,92,195,109,201,106,195,109,195,109,201,106,195,92,195.0,108.5,195.0,100.8434,195.0,108.49369999999999,195.0,92.0,1.1104972375690607,1.0773480662983426
2ee897c2-8cf9-4bab-bf34-ab8db310487d,0,False,"[(62, 85), (66, 77)]",276,310,51,58,276,65,141,147,62,143,66,143,66,143,66,143,66,147,62,143,66,143,66,143,66,147,62,143,66,147.0,62.0,144.40999999999997,64.59,143.0,66.0,143.0,66.0,1.0425531914893618,1.0141843971631206
2ee897c2-8cf9-4bab-bf34-ab8db310487d,0,False,"[(85, 62), (77, 66)]",310,276,58,51,310,76,141,147,85,143,77,143,77,143,77,143,77,147,85,143,77,143,77,143,77,147,85,143,77,147.0,85.0,144.40999999999997,79.82,143.0,77.0,143.0,77.0,1.0425531914893618,1.0141843971631206
0e81b05c-a3f8-4253-be8b-de1788dddf28,0,False,"[(74, 97)]",276,322,60,70,276,77,165,171,74,171,74,171,74,171,74,171,74,171,74,171,74,171,74,171,74,171,74,171,74,171.0,74.0,171.0,74.0,171.0,74.0,171.0,74.0,1.0363636363636364,1.0363636363636364
0e81b05c-a3f8-4253-be8b-de1788dddf28,0,False,"[(97, 74)]",322,276,70,60,322,88,165,171,97,171,97,171,97,171,97,171,97,171,97,171,97,171,97,171,97,171,97,171,97,171.0,97.0,171.0,97.0,171.0,97.0,171.0,97.0,1.0363636363636364,1.0363636363636364
7cd64879-e5e5-4435-a478-6ee56b48cd31,1,False,"[(65, 76), (74, 63)]",266,254,51,54,266,74,137,137,74,137,74,137,74,137,74,141,65,137,74,137,74,137,74,137,74,141,65,137,74,137.0,74.0,138.58730000000003,70.42869999999999,137.0,74.0,137.0,74.0,1.0291970802919708,1.0
7cd64879-e5e5-4435-a478-6ee56b48cd31,1,False,"[(76, 65), (63, 74)]",254,266,54,51,254,63,137,137,63,137,63,137,63,137,63,141,76,137,63,137,63,137,63,137,63,141,76,137,63,137.0,63.0,138.58730000000003,68.1586,137.0,63.0,137.0,63.0,1.0291970802919708,1.0
c366aa69-8f11-41ee-9ae4-8a94f54ae428,1,False,"[(98, 109)]",276,310,69,80,276,89,201,207,98,207,98,207,98,207,98,207,98,207,98,207,98,207,98,207,98,207,98,207,98,207.0,98.0,207.0,98.0,207.0,98.0,207.0,98.0,1.0298507462686568,1.0298507462686568
c366aa69-8f11-41ee-9ae4-8a94f54ae428,1,False,"[(109, 98)]",310,276,80,69,310,112,201,207,109,207,109,207,109,207,109,207,109,207,109,207,109,207,109,207,109,207,109,207,109,207.0,109.0,207.0,109.0,207.0,109.0,207.0,109.0,1.0298507462686568,1.0298507462686568
82ed7bb5-aaca-44d3-a2bf-2e2e012ec5dd,0,False,"[(257, 234), (249, 238)]",838,782,222,194,838,248,485,491,257,487,249,487,249,487,249,487,249,491,257,487,249,487,249,487,249,491,257,487,249,491.0,257.0,488.3982000000001,251.79639999999995,487.0,249.0,487.0,249.0,1.0123711340206185,1.0041237113402062
82ed7bb5-aaca-44d3-a2bf-2e2e012ec5dd,0,False,"[(234, 257), (238, 249)]",782,838,194,222,782,237,485,491,234,487,238,487,238,487,238,487,238,491,234,487,238,487,238,487,238,491,234,487,238,491.0,234.0,488.3982000000001,236.60180000000003,487.0,238.0,487.0,238.0,1.0123711340206185,1.0041237113402062
8ee4a842-c8c9-4b46-a31a-2bad9e1d55d8,0,False,"[(77, 54), (69, 58), (60, 71)]",266,232,50,43,266,68,125,131,77,127,69,127,69,127,69,127,69,131,77,127,69,127,69,127,69,131,60,127,69,131.0,77.0,127.72710000000001,67.364,127.0,69.0,127.0,69.0,1.048,1.016
8ee4a842-c8c9-4b46-a31a-2bad9e1d55d8,0,False,"[(54, 77), (58, 69), (71, 60)]",232,266,43,50,232,57,125,131,54,127,58,127,58,127,58,127,58,131,54,127,58,127,58,127,58,131,71,127,58,131.0,54.0,127.72710000000001,60.3631,127.0,58.0,127.0,58.0,1.048,1.016
33c2e075-d775-4b3f-a3c0-7f7447b98fa4,1,False,"[(108, 119), (99, 122)]",342,376,85,92,342,102,215,221,99,227,108,221,99,221,99,227,108,221,99,227,108,221,99,221,99,227,108,221,99,221.0,99.0,222.4379,101.1568,221.0,99.0,221.0,99.0,1.0558139534883721,1.027906976744186
33c2e075-d775-4b3f-a3c0-7f7447b98fa4,1,False,"[(119, 108), (122, 99)]",376,342,92,85,376,113,215,221,122,227,119,221,122,221,122,227,119,221,122,227,119,221,122,221,122,227,119,221,122,221.0,122.0,222.4379,121.28110000000001,221.0,122.0,221.0,122.0,1.0558139534883721,1.027906976744186
c2aa299e-9e99-4373-8096-293d67050ebe,22,False,"[(132, 99)]",298,288,82,81,298,132,231,231,132,231,132,231,132,231,132,231,132,231,132,231,132,231,132,231,132,231,132,231,132,231.0,132.0,231.0,132.0,231.0,132.0,231.0,132.0,1.0,1.0
c2aa299e-9e99-4373-8096-293d67050ebe,22,False,"[(99, 132)]",288,298,81,82,288,99,231,231,99,231,99,231,99,231,99,231,99,231,99,231,99,231,99,231,99,231,99,231,99,231.0,99.0,231.0,99.0,231.0,99.0,231.0,99.0,1.0,1.0
7d1b9d2e-d662-4ad8-bb09-37750e3ba04a,22,False,"[(104, 81), (74, 97), (78, 89)]",266,266,63,76,266,77,165,171,74,167,78,167,78,167,78,167,78,167,78,167,78,167,78,167,78,185,104,167,78,172.8236,86.4118,169.25779999999997,81.2613,167.0,78.0,167.0,78.0,1.121212121212121,1.0121212121212122
7d1b9d2e-d662-4ad8-bb09-37750e3ba04a,22,False,"[(81, 104), (97, 74), (89, 78)]",266,266,76,63,266,88,165,171,97,167,89,167,89,167,89,167,89,167,89,167,89,167,89,167,89,185,81,167,89,172.8236,86.4118,169.25779999999997,87.9965,167.0,89.0,167.0,89.0,1.121212121212121,1.0121212121212122
93a3fcc8-3872-4c35-ac3d-f19b8fde07c3,23,False,"[(244, 267)]",750,728,226,231,750,247,505,511,244,511,244,511,244,511,244,511,244,511,244,511,244,511,244,511,244,511,244,511,244,511.0,244.0,511.0,244.0,511.0,244.0,511.0,244.0,1.011881188118812,1.011881188118812
93a3fcc8-3872-4c35-ac3d-f19b8fde07c3,23,False,"[(267, 244)]",728,750,231,226,728,258,505,511,267,511,267,511,267,511,267,511,267,511,267,511,267,511,267,511,267,511,267,511,267,511.0,267.0,511.0,267.0,511.0,267.0,511.0,267.0,1.011881188118812,1.011881188118812
dfa9898d-e23b-4312-9d9c-2d31bfd0c2be,0,False,"[(95, 72)]",256,210,72,67,256,86,161,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167.0,95.0,167.0,95.0,167.0,95.0,167.0,95.0,1.0372670807453417,1.0372670807453417
dfa9898d-e23b-4312-9d9c-2d31bfd0c2be,0,False,"[(72, 95)]",210,256,67,72,210,75,161,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167.0,72.0,167.0,72.0,167.0,72.0,167.0,72.0,1.0372670807453417,1.0372670807453417
ffd61933-2997-459a-a65d-76e4cb4fbf69,11,False,"[(104, 93), (90, 101)]",276,254,72,68,276,90,191,191,90,191,90,191,90,191,90,197,104,197,104,197,104,191,90,191,90,197,104,191,90,197.0,104.0,193.3859,95.56710000000001,191.0,90.0,191.0,90.0,1.031413612565445,1.0
ffd61933-2997-459a-a65d-76e4cb4fbf69,11,False,"[(93, 104), (101, 90)]",254,276,68,72,254,101,191,191,101,191,101,191,101,191,101,197,93,197,93,197,93,191,101,191,101,197,93,191,101,197.0,93.0,193.3859,97.81880000000001,191.0,101.0,191.0,101.0,1.031413612565445,1.0
179eb3c7-f108-4c38-9cad-e99dce23ae19,0,False,"[(69, 92)]",276,322,55,75,276,72,155,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161.0,69.0,161.0,69.0,161.0,69.0,161.0,69.0,1.038709677419355,1.038709677419355
179eb3c7-f108-4c38-9cad-e99dce23ae19,0,False,"[(92, 69)]",322,276,75,55,322,83,155,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,1.038709677419355,1.038709677419355
284f7c0f-2b92-46ce-a0bc-aef6ed54e3cb,22,False,"[(82, 59)]",266,266,54,50,266,73,135,141,82,141,82,141,82,141,82,141,82,141,82,141,82,141,82,141,82,141,82,141,82,141.0,82.0,141.0,82.0,141.0,82.0,141.0,82.0,1.0444444444444445,1.0444444444444445
284f7c0f-2b92-46ce-a0bc-aef6ed54e3cb,22,False,"[(59, 82)]",266,266,50,54,266,62,135,141,59,141,59,141,59,141,59,141,59,141,59,141,59,141,59,141,59,141,59,141,59,141.0,59.0,141.0,59.0,141.0,59.0,141.0,59.0,1.0444444444444445,1.0444444444444445
a38c1b94-3c04-4767-9f48-20b8123c1cc0,1,False,"[(60, 83), (79, 68)]",276,288,51,55,276,60,143,143,60,147,79,143,60,143,60,147,79,143,60,147,79,143,60,143,60,147,79,143,60,144.2942,66.1471,144.7466,68.29650000000001,143.0,60.0,143.0,60.0,1.027972027972028,1.0
a38c1b94-3c04-4767-9f48-20b8123c1cc0,1,False,"[(83, 60), (68, 79)]",288,276,55,51,288,83,143,143,83,147,68,143,83,143,83,147,68,143,83,147,68,143,83,143,83,147,68,143,83,144.2942,78.1471,144.7466,76.45009999999999,143.0,83.0,143.0,83.0,1.027972027972028,1.0
c8a8a8c2-3f3b-4383-a7c8-1c8ed85847ce,22,False,"[(101, 112)]",332,298,92,89,332,101,213,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213.0,101.0,213.0,101.0,213.0,101.0,213.0,101.0,1.0,1.0
c8a8a8c2-3f3b-4383-a7c8-1c8ed85847ce,22,False,"[(112, 101)]",298,332,89,92,298,112,213,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213.0,112.0,213.0,112.0,213.0,112.0,213.0,112.0,1.0,1.0
541b0b45-a251-4024-94cc-fa06047d8618,22,False,"[(164, 141)]",398,398,141,132,398,164,305,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305.0,164.0,305.0,164.0,305.0,164.0,305.0,164.0,1.0,1.0
541b0b45-a251-4024-94cc-fa06047d8618,22,False,"[(141, 164)]",398,398,132,141,398,141,305,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305.0,141.0,305.0,141.0,305.0,141.0,305.0,141.0,1.0,1.0
28cbb1b2-e15e-442d-bef5-31902689f92e,22,False,"[(94, 117)]",376,376,83,79,376,97,205,211,94,211,94,211,94,211,94,211,94,211,94,211,94,211,94,211,94,211,94,211,94,211.0,94.0,211.0,94.0,211.0,94.0,211.0,94.0,1.0292682926829269,1.0292682926829269
28cbb1b2-e15e-442d-bef5-31902689f92e,22,False,"[(117, 94)]",376,376,79,83,376,108,205,211,117,211,117,211,117,211,117,211,117,211,117,211,117,211,117,211,117,211,117,211,117,211.0,117.0,211.0,117.0,211.0,117.0,211.0,117.0,1.0292682926829269,1.0292682926829269
31e6a7b1-c3e9-41dc-aa94-c418ebbea5e5,22,False,"[(210, 221)]",508,508,202,189,508,210,431,431,210,431,210,431,210,431,210,431,210,431,210,431,210,431,210,431,210,431,210,431,210,431.0,210.0,431.0,210.0,431.0,210.0,431.0,210.0,1.0,1.0
31e6a7b1-c3e9-41dc-aa94-c418ebbea5e5,22,False,"[(221, 210)]",508,508,189,202,508,221,431,431,221,431,221,431,221,431,221,431,221,431,221,431,221,431,221,431,221,431,221,431,221,431.0,221.0,431.0,221.0,431.0,221.0,431.0,221.0,1.0,1.0
506d2065-6db2-49af-82f2-c51683553867,0,False,"[(86, 63), (81, 104)]",256,210,59,43,256,77,143,149,86,149,86,149,86,149,86,149,86,149,86,149,86,149,86,149,86,185,81,149,86,149.0,86.0,152.3451,85.53540000000001,149.0,86.0,149.0,86.0,1.2937062937062938,1.0419580419580419
506d2065-6db2-49af-82f2-c51683553867,0,False,"[(63, 86), (104, 81)]",210,256,43,59,210,66,143,149,63,149,63,149,63,149,63,149,63,149,63,149,63,149,63,149,63,185,104,149,63,149.0,63.0,152.3451,66.80969999999999,149.0,63.0,149.0,63.0,1.2937062937062938,1.0419580419580419
948fc9bb-92bf-4b3c-bc9b-575fa8887f93,12,False,"[(83, 72)]",276,288,60,63,276,83,155,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155,83,155.0,83.0,155.0,83.0,155.0,83.0,155.0,83.0,1.0,1.0
948fc9bb-92bf-4b3c-bc9b-575fa8887f93,12,False,"[(72, 83)]",288,276,63,60,288,72,155,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155,72,155.0,72.0,155.0,72.0,155.0,72.0,155.0,72.0,1.0,1.0
bc208352-5cf3-4dcb-907d-133dfab02d18,11,False,"[(94, 83)]",298,276,76,72,298,94,177,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177,94,177.0,94.0,177.0,94.0,177.0,94.0,177.0,94.0,1.0,1.0
bc208352-5cf3-4dcb-907d-133dfab02d18,11,False,"[(83, 94)]",276,298,72,76,276,83,177,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177,83,177.0,83.0,177.0,83.0,177.0,83.0,177.0,83.0,1.0,1.0
c9589d85-b8eb-444a-9604-d082d49c4624,0,False,"[(126, 149)]",364,410,112,122,364,129,269,275,126,275,126,275,126,275,126,275,126,275,126,275,126,275,126,275,126,275,126,275,126,275.0,126.0,275.0,126.0,275.0,126.0,275.0,126.0,1.0223048327137547,1.0223048327137547
c9589d85-b8eb-444a-9604-d082d49c4624,0,False,"[(149, 126)]",410,364,122,112,410,140,269,275,149,275,149,275,149,275,149,275,149,275,149,275,149,275,149,275,149,275,149,275,149,275.0,149.0,275.0,149.0,275.0,149.0,275.0,149.0,1.0223048327137547,1.0223048327137547
0dbcdee9-bb4f-47d4-b8dd-a971e856bc01,23,False,"[(109, 120), (100, 123), (115, 104)]",342,320,89,90,342,103,217,223,100,219,115,219,115,219,115,229,109,219,115,219,115,219,115,219,115,229,109,219,115,219.0,115.0,220.65340000000003,108.79939999999999,219.00009999999997,115.0,219.0,115.0,1.055299539170507,1.0092165898617511
0dbcdee9-bb4f-47d4-b8dd-a971e856bc01,23,False,"[(120, 109), (123, 100), (104, 115)]",320,342,90,89,320,114,217,223,123,219,104,219,104,219,104,229,120,219,104,219,104,219,104,219,104,229,120,219,104,219.0,104.0,220.65340000000003,111.85400000000001,219.00009999999997,104.0001,219.0,104.0,1.055299539170507,1.0092165898617511
db6d6daa-e832-4138-b63f-7b9e65843cc5,0,False,"[(126, 103), (122, 111)]",388,342,99,89,388,117,223,229,126,233,122,229,126,229,126,233,122,229,126,233,122,229,126,229,126,233,122,229,126,229.0,126.0,230.24,124.76010000000002,229.0,126.0,229.0,126.0,1.0448430493273542,1.0269058295964126
db6d6daa-e832-4138-b63f-7b9e65843cc5,0,False,"[(103, 126), (111, 122)]",342,388,89,99,342,106,223,229,103,233,111,229,103,229,103,233,111,229,103,233,111,229,103,229,103,233,111,229,103,229.0,103.0,230.24,105.47989999999999,229.0,103.0,229.0,103.0,1.0448430493273542,1.0269058295964126
f980dc03-1c43-462f-bcba-c603a1485d94,1,False,"[(78, 89), (91, 80)]",276,288,64,63,276,78,167,167,78,167,78,167,78,167,78,167,78,167,78,167,78,167,78,167,78,171,91,167,78,167.0,78.0,168.589,83.16409999999999,167.0,78.0,167.0,78.0,1.0239520958083832,1.0
f980dc03-1c43-462f-bcba-c603a1485d94,1,False,"[(89, 78), (80, 91)]",288,276,63,64,288,89,167,167,89,167,89,167,89,167,89,167,89,167,89,167,89,167,89,167,89,171,80,167,89,167.0,89.0,168.589,85.42490000000001,167.0,89.0,167.0,89.0,1.0239520958083832,1.0
40b609f0-233e-46ec-86ee-a36440d4448f,23,False,"[(155, 144), (137, 148)]",266,288,105,135,266,137,285,285,137,285,137,285,137,285,137,299,155,285,137,285,137,285,137,285,137,299,155,285,137,285.0,137.0,287.3243,139.9884,285.0,137.0,285.0,137.0,1.0491228070175438,1.0
40b609f0-233e-46ec-86ee-a36440d4448f,23,False,"[(144, 155), (148, 137)]",288,266,135,105,288,148,285,285,148,285,148,285,148,285,148,299,144,285,148,285,148,285,148,285,148,299,144,285,148,285.0,148.0,287.3243,147.3359,285.0,148.0,285.0,148.0,1.0491228070175438,1.0
aee54071-3f47-44f8-9a26-530e5300575c,22,False,"[(73, 62), (60, 71)]",266,232,51,51,266,60,131,131,60,131,60,131,60,131,60,135,73,135,73,135,73,131,60,131,60,135,73,131,60,135.0,73.0,132.82479999999998,65.9306,131.0,60.0,131.0,60.0,1.0305343511450382,1.0
aee54071-3f47-44f8-9a26-530e5300575c,22,False,"[(62, 73), (71, 60)]",232,266,51,51,232,71,131,131,71,131,71,131,71,131,71,135,62,135,62,135,62,131,71,131,71,135,62,131,71,135.0,62.0,132.82479999999998,66.89420000000001,131.0,71.0,131.0,71.0,1.0305343511450382,1.0
0042875e-65d6-4d4b-a2da-2147ed188ce4,11,False,"[(105, 150), (114, 147), (138, 105), (128, 139)]",332,276,96,91,332,138,243,255,105,243,138,243,138,243,138,267,128,243,138,243,138,243,138,243,138,267,128,243,138,243.0,138.0,247.27020000000005,126.25710000000001,243.00009999999997,137.9999,243.0,138.0,1.0987654320987654,1.0
0042875e-65d6-4d4b-a2da-2147ed188ce4,11,False,"[(150, 105), (147, 114), (105, 138), (139, 128)]",276,332,91,96,276,105,243,255,150,243,105,243,105,243,105,267,139,243,105,243,105,243,105,243,105,267,139,243,105,243.0,105.0,247.27020000000005,121.01310000000001,243.00009999999997,105.0002,243.0,105.0,1.0987654320987654,1.0
cdba6f55-c75a-429d-abf1-015bac62ed32,0,False,"[(79, 56)]",256,210,59,48,256,79,135,135,79,135,79,135,79,135,79,135,79,135,79,135,79,135,79,135,79,135,79,135,79,135.0,79.0,135.0,79.0,135.0,79.0,135.0,79.0,1.0,1.0
cdba6f55-c75a-429d-abf1-015bac62ed32,0,False,"[(56, 79)]",210,256,48,59,210,56,135,135,56,135,56,135,56,135,56,135,56,135,56,135,56,135,56,135,56,135,56,135,56,135.0,56.0,135.0,56.0,135.0,56.0,135.0,56.0,1.0,1.0
3dc230fa-3744-4183-b398-60cbb9e6bfc4,22,False,"[(75, 98), (80, 91)]",266,254,64,64,266,78,167,173,75,171,80,171,80,171,80,171,80,171,80,171,80,171,80,171,80,173,75,171,80,171.0,80.0,171.75740000000002,78.10640000000001,171.0,80.0,171.0,80.0,1.035928143712575,1.0239520958083832
3dc230fa-3744-4183-b398-60cbb9e6bfc4,22,False,"[(98, 75), (91, 80)]",254,266,64,64,254,89,167,173,98,171,91,171,91,171,91,171,91,171,91,171,91,171,91,171,91,173,98,171,91,171.0,91.0,171.75740000000002,93.65100000000001,171.0,91.0,171.0,91.0,1.035928143712575,1.0239520958083832
b7a22e0a-ff07-4542-b17b-233e21c9aebe,12,False,"[(133, 110), (121, 132), (130, 119)]",364,376,98,105,364,124,237,243,133,249,130,243,133,243,133,253,121,253,121,253,121,243,133,243,133,253,121,243,133,253.0,121.0,246.73860000000002,128.5137,243.00009999999997,133.0,243.0,133.0,1.0675105485232068,1.0253164556962024
b7a22e0a-ff07-4542-b17b-233e21c9aebe,12,False,"[(110, 133), (132, 121), (119, 130)]",376,364,105,98,376,113,237,243,110,249,119,243,110,243,110,253,132,253,132,253,132,243,110,243,110,253,132,243,110,253.0,132.0,246.73860000000002,118.22489999999999,243.00009999999997,110.00009999999997,243.0,110.0,1.0675105485232068,1.0253164556962024
ff0cd0c5-747a-4085-8802-98fcabb4bae7,0,False,"[(143, 120)]",310,276,115,110,310,143,263,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263,143,263.0,143.0,263.0,143.0,263.0,143.0,263.0,143.0,1.0,1.0
ff0cd0c5-747a-4085-8802-98fcabb4bae7,0,False,"[(120, 143)]",276,310,110,115,276,120,263,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263,120,263.0,120.0,263.0,120.0,263.0,120.0,263.0,120.0,1.0,1.0
6fa7262c-9280-4ecd-adaa-8fa20a967f78,1,False,"[(82, 59), (74, 85)]",266,254,50,50,266,73,135,141,82,141,82,141,82,141,82,159,74,141,82,141,82,141,82,141,82,159,74,141,82,146.8236,79.4118,145.28570000000002,80.0952,141.0,82.0,141.0,82.0,1.1777777777777778,1.0444444444444445
6fa7262c-9280-4ecd-adaa-8fa20a967f78,1,False,"[(59, 82), (85, 74)]",254,266,50,50,254,62,135,141,59,141,59,141,59,141,59,159,85,141,59,141,59,141,59,141,59,159,85,141,59,146.8236,67.4118,145.28570000000002,65.19049999999999,141.0,59.0,141.0,59.0,1.1777777777777778,1.0444444444444445
ced6b41b-e7a8-4ff8-93be-08ff9f41e780,22,False,"[(83, 60), (75, 64), (74, 85)]",266,266,54,51,266,74,137,143,83,139,75,139,75,139,75,139,75,139,75,139,75,139,75,139,75,159,74,139,75,149.0,74.5,139.93039999999996,76.86089999999999,139.0,75.0,139.0,75.0,1.1605839416058394,1.0145985401459854
ced6b41b-e7a8-4ff8-93be-08ff9f41e780,22,False,"[(60, 83), (64, 75), (85, 74)]",266,266,51,54,266,63,137,143,60,139,64,139,64,139,64,139,64,139,64,139,64,139,64,139,64,159,85,139,64,149.0,74.5,139.93039999999996,63.069500000000005,139.0,64.0,139.0,64.0,1.1605839416058394,1.0145985401459854
874f1c43-6a29-4cfb-bd92-29689584b10d,22,False,"[(147, 114), (109, 120), (97, 130), (88, 133)]",276,332,77,87,276,91,215,221,88,229,109,221,88,221,88,229,109,221,88,227,97,221,88,221,88,261,147,221,88,221.0,88.0,225.0695,98.6824,221.00009999999997,88.0001,221.0,88.0,1.213953488372093,1.027906976744186
874f1c43-6a29-4cfb-bd92-29689584b10d,22,False,"[(114, 147), (120, 109), (130, 97), (133, 88)]",332,276,87,77,332,124,215,221,133,229,120,221,133,221,133,229,120,221,133,227,130,221,133,221,133,261,114,221,133,221.0,133.0,225.0695,126.3871,221.00009999999997,133.0,221.0,133.0,1.213953488372093,1.027906976744186
1a37cffb-27b3-4735-8aa4-12f98a21c8c9,23,False,"[(197, 174)]",464,508,131,147,464,197,371,371,197,371,197,371,197,371,197,371,197,371,197,371,197,371,197,371,197,371,197,371,197,371.0,197.0,371.0,197.0,371.0,197.0,371.0,197.0,1.0,1.0
1a37cffb-27b3-4735-8aa4-12f98a21c8c9,23,False,"[(174, 197)]",508,464,147,131,508,174,371,371,174,371,174,371,174,371,174,371,174,371,174,371,174,371,174,371,174,371,174,371,174,371.0,174.0,371.0,174.0,371.0,174.0,371.0,174.0,1.0,1.0
a6e8ed42-e459-41cc-ae53-39723ef2aab6,22,False,"[(77, 100), (81, 92)]",266,254,66,62,266,80,171,177,77,173,81,173,81,173,81,173,81,173,81,173,81,173,81,173,81,177,77,173,81,173.0,81.0,174.20000000000005,79.80000000000001,173.0,81.0,173.0,81.0,1.0350877192982457,1.0116959064327486
