eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
25f8f1d9-fdac-4ad7-a44c-a87b2d1f2b6c,209,True,"[(166, 100)]",166,100,62,32,166,166,266,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266,166,266.0,166.0,266.0,166.0,266.0,166.0,266.0,166.0,1.0,1.0
25f8f1d9-fdac-4ad7-a44c-a87b2d1f2b6c,209,True,"[(100, 166)]",100,166,32,62,100,100,266,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266,100,266.0,100.0,266.0,100.0,266.0,100.0,266.0,100.0,1.0,1.0
4f2ed20c-d24f-419a-b781-73e034f5b070,111,True,"[(100, 386)]",100,386,23,71,100,125,393,486,100,486,100,486,100,486,100,486,100,486,100,486,100,486,100,486,100,486,100,486,100,486.0,100.0,486.0,100.0,486.0,100.0,486.0,100.0,1.2366412213740459,1.2366412213740459
4f2ed20c-d24f-419a-b781-73e034f5b070,111,True,"[(386, 100)]",386,100,71,23,386,268,393,486,386,486,386,486,386,486,386,486,386,486,386,486,386,486,386,486,386,486,386,486,386,486.0,386.0,486.0,386.0,486.0,386.0,486.0,386.0,1.2366412213740459,1.2366412213740459
c802c3ef-ed69-4a0d-bba9-f091e2f8c982,0,True,"[(100, 310)]",100,310,28,68,100,123,389,410,100,410,100,410,100,410,100,410,100,410,100,410,100,410,100,410,100,410,100,410,100,410.0,100.0,410.0,100.0,410.0,100.0,410.0,100.0,1.0539845758354756,1.0539845758354756
c802c3ef-ed69-4a0d-bba9-f091e2f8c982,0,True,"[(310, 100)]",310,100,68,28,310,266,389,410,310,410,310,410,310,410,310,410,310,410,310,410,310,410,310,410,310,410,310,410,310,410.0,310.0,410.0,310.0,410.0,310.0,410.0,310.0,1.0539845758354756,1.0539845758354756
9c7c5d2e-63f7-4345-9c44-77b570800ef4,77,True,"[(100, 122)]",100,122,19,23,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
9c7c5d2e-63f7-4345-9c44-77b570800ef4,77,True,"[(122, 100)]",122,100,23,19,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
a2010050-4413-459b-ad90-db99cff94f36,55,True,"[(100, 188)]",100,188,27,57,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
a2010050-4413-459b-ad90-db99cff94f36,55,True,"[(188, 100)]",188,100,57,27,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
6f500cb4-ce03-41a9-b0c3-b76a344cbd78,100,True,"[(100, 210)]",100,210,19,47,100,100,310,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310,100,310.0,100.0,310.0,100.0,310.0,100.0,310.0,100.0,1.0,1.0
6f500cb4-ce03-41a9-b0c3-b76a344cbd78,100,True,"[(210, 100)]",210,100,47,19,210,210,310,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310,210,310.0,210.0,310.0,210.0,310.0,210.0,310.0,210.0,1.0,1.0
cba4140f-f780-4797-b56e-85927afdf2cb,11,True,"[(100, 232)]",100,232,28,108,100,92,327,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332,100,332.0,100.0,332.0,100.0,332.0,100.0,332.0,100.0,1.0152905198776758,1.0152905198776758
cba4140f-f780-4797-b56e-85927afdf2cb,11,True,"[(232, 100)]",232,100,108,28,232,235,327,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332,232,332.0,232.0,332.0,232.0,332.0,232.0,332.0,232.0,1.0152905198776758,1.0152905198776758
fbd515d4-af9b-4762-bbd7-7fc7f377e67c,155,True,"[(100, 122)]",100,122,27,35,100,100,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
fbd515d4-af9b-4762-bbd7-7fc7f377e67c,155,True,"[(122, 100)]",122,100,35,27,122,122,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
