eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
c8836b5f-bbce-4596-a564-e8e33bbc45ed,0,False,"[(89, 67), (119, 63)]",178,100,43,36,178,89,156,182,119,156,89,156,89,156,89,156,89,182,119,182,119,156,89,156,89,182,119,156,89,156.0,89.0,182.0,119.0,156.0,89.0,162.31369999999998,96.2851,1.1666666666666667,1.0
e9cc917c-f4e8-40e3-ad59-18ec500b4cc4,22,True,"[(98, 54), (94, 72), (81, 81), (67, 89), (58, 114)]",100,122,28,35,100,98,152,152,98,162,81,152,98,152,98,162,81,156,67,156,67,156,67,156,67,152,98,152,98,155.7567,68.8857,156.0,67.0,152.0,98.0,155.0408,74.4338,1.131578947368421,1.0
e9cc917c-f4e8-40e3-ad59-18ec500b4cc4,22,True,"[(54, 98), (72, 94), (81, 81), (89, 67), (114, 58)]",122,100,35,28,122,54,152,152,54,162,81,152,54,152,54,162,81,156,89,156,89,156,89,156,89,152,54,152,54,155.7567,86.87100000000001,156.0,89.0,152.0,54.0,155.0408,80.607,1.131578947368421,1.0
64241345-a25b-4566-ae27-d1fa87e9ec85,0,True,"[(674, 56)]",674,56,205,20,674,674,730,730,674,730,674,730,674,730,674,730,674,730,674,730,674,730,674,730,674,730,674,730,674,730.0,674.0,730.0,674.0,730.0,674.0,730.0,674.0,1.0,1.0
64241345-a25b-4566-ae27-d1fa87e9ec85,0,True,"[(56, 674)]",56,674,20,205,56,56,730,730,56,730,56,730,56,730,56,730,56,730,56,730,56,730,56,730,56,730,56,730,56,730.0,56.0,730.0,56.0,730.0,56.0,730.0,56.0,1.0,1.0
23d6da5b-b736-4279-900f-2cd5429588e1,46,True,"[(90, 90)]",90,90,27,27,90,92,140,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.2857142857142858,1.2857142857142858
23d6da5b-b736-4279-900f-2cd5429588e1,46,True,"[(90, 90)]",90,90,27,27,90,48,140,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.2857142857142858,1.2857142857142858
658fe529-3a72-4ccb-abc3-4aa02fc8e9a1,55,True,"[(804, 90)]",804,90,263,27,804,804,894,894,804,894,804,894,804,894,804,894,804,894,804,894,804,894,804,894,804,894,804,894,804,894.0,804.0,894.0,804.0,894.0,804.0,894.0,804.0,1.0,1.0
658fe529-3a72-4ccb-abc3-4aa02fc8e9a1,55,True,"[(90, 804)]",90,804,27,263,90,90,894,894,90,894,90,894,90,894,90,894,90,894,90,894,90,894,90,894,90,894,90,894,90,894.0,90.0,894.0,90.0,894.0,90.0,894.0,90.0,1.0,1.0
c7c706c9-bc60-4155-a053-448d80dc677a,0,False,"[(581, 85)]",762,210,223,47,762,572,660,666,581,666,581,666,581,666,581,666,581,666,581,666,581,666,581,666,581,666,581,666,581,666.0,581.0,666.0,581.0,666.0,581.0,666.0,581.0,1.009090909090909,1.009090909090909
c7c706c9-bc60-4155-a053-448d80dc677a,0,False,"[(85, 581)]",210,762,47,223,210,88,660,666,85,666,85,666,85,666,85,666,85,666,85,666,85,666,85,666,85,666,85,666,85,666.0,85.0,666.0,85.0,666.0,85.0,666.0,85.0,1.009090909090909,1.009090909090909
1f61110a-c1c4-4630-8d7b-ff9908f3079d,22,False,"[(81, 59), (41, 97), (50, 72)]",100,122,19,27,100,50,122,138,41,122,50,122,50,122,50,140,81,122,50,122,50,122,50,122,50,140,81,122,50,122.0,50.0,122.0,50.0,122.0,50.0,123.3235,52.2794,1.1475409836065573,1.0
1f61110a-c1c4-4630-8d7b-ff9908f3079d,22,False,"[(59, 81), (97, 41), (72, 50)]",122,100,27,19,122,72,122,138,97,122,72,122,72,122,72,140,59,122,72,122,72,122,72,122,72,140,59,122,72,122.0,72.0,122.0,72.0,122.0,72.0,123.3235,71.0441,1.1475409836065573,1.0
0c0abe47-d606-4a8b-93b0-007cefa95d27,0,True,"[(100, 222)]",100,222,32,78,100,107,302,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322,100,322.0,100.0,322.0,100.0,322.0,100.0,322.0,100.0,1.0662251655629138,1.0662251655629138
0c0abe47-d606-4a8b-93b0-007cefa95d27,0,True,"[(222, 100)]",222,100,78,32,222,195,302,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322,222,322.0,222.0,322.0,222.0,322.0,222.0,322.0,222.0,1.0662251655629138,1.0662251655629138
e1aef46e-811a-40c5-9bac-310887b95424,56,True,"[(77, 55)]",100,100,32,23,100,77,132,132,77,132,77,132,77,132,77,132,77,132,77,132,77,132,77,132,77,132,77,132,77,132.0,77.0,132.0,77.0,132.0,77.0,132.0,77.0,1.0,1.0
e1aef46e-811a-40c5-9bac-310887b95424,56,True,"[(55, 77)]",100,100,23,32,100,55,132,132,55,132,55,132,55,132,55,132,55,132,55,132,55,132,55,132,55,132,55,132,55,132.0,55.0,132.0,55.0,132.0,55.0,132.0,55.0,1.0,1.0
7bac4093-bd09-4a09-86d7-8d042a71e5e7,56,True,"[(89, 89), (97, 75)]",100,112,27,41,100,106,168,172,97,178,89,172,97,172,97,178,89,178,89,178,89,172,97,178,89,172,97,172,97,177.9999,89.0002,178.0,89.0,172.0,97.0,175.9467,91.7378,1.0595238095238095,1.0238095238095237
7bac4093-bd09-4a09-86d7-8d042a71e5e7,56,True,"[(89, 89), (75, 97)]",112,100,41,27,112,62,168,172,75,178,89,172,75,172,75,178,89,178,89,178,89,172,75,178,89,172,75,172,75,177.9999,88.9997,178.0,89.0,172.0,75.0,175.9467,84.2089,1.0595238095238095,1.0238095238095237
e7a3bd89-a227-46f2-959c-aa7b3ef4063a,46,True,"[(90, 90)]",90,90,27,28,90,39,122,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.4754098360655739,1.4754098360655739
e7a3bd89-a227-46f2-959c-aa7b3ef4063a,46,True,"[(90, 90)]",90,90,28,27,90,83,122,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.4754098360655739,1.4754098360655739
8f1c4e99-814c-43dd-9be4-20a84994cd93,22,True,"[(63, 107), (81, 103)]",100,166,39,49,100,63,170,170,63,184,81,170,63,170,63,184,81,170,63,170,63,170,63,170,63,184,81,170,63,170.0,63.0,170.0,63.0,170.0,63.0,171.6162,65.078,1.0823529411764705,1.0
8f1c4e99-814c-43dd-9be4-20a84994cd93,22,True,"[(107, 63), (103, 81)]",166,100,49,39,166,107,170,170,107,184,103,170,107,170,107,184,103,170,107,170,107,170,107,170,107,184,103,170,107,170.0,107.0,170.0,107.0,170.0,107.0,171.6162,106.5382,1.0823529411764705,1.0
